,prompt,prompt_len,target
1442,All Eyes on Bars as Virus Surges and Americans Go Drinking.,14,0
1443,El Salvador Recognizes China in Blow to Taiwan.,11,0
1444,George Bush: Points of Power .,8,0
1445,Chinese Attitudes on Generosity Are Tested.,9,0
1446,Nepal’s Fast Urbanization and Lax Enforcement Add to Quake’s Toll.,17,0
1447,"In Leaked Lecture, Details of China’s News Cleanups.",15,0
1448,Suicide Bombers Attack a Mosque and a Hospital in Iraqi City.,14,0
1449,Tensions on a Campus Mirror Turbulence in a New Tunisia.,13,0
1450,China Puts Best Face Forward With News Channel.,10,0
1451,"They Cheered Trump in Minnesota, at the Last Big Rally Before His Virus Test.",18,0
1452,New Refugee Camp in Jordan Tries to Create a Community for Syrians.,14,0
1453,"Hoping for $100 Billion to Rebuild, Iraq Got Less Than a Third.",18,0
1454,"Patricia Wald, First Woman to Preside Over D.C. Appeals Court, Dies at 90.",23,0
1455,Victor in Mayoral Primary Is Ready to ‘Get Baltimore Working’.,14,0
1456,Fate of Clerics Held in Syria Is Disputed.,12,0
1457,Iran Again Chided on Human Rights Amid Efforts to Reach Nuclear Deal.,15,0
1458,"For Theresa May, Still at Odds With Parliament, the Brexit Walls Are Closing In.",18,0
1459,Major Party Walks Out of Coalition in Pakistan.,10,0
1460,F.B.I. Treats Minnesota Mall Stabbing Attack as ‘Potential Act of Terrorism’.,20,0
1461,Mnuchin Blocks U.C.L.A. From Releasing Video of Students Heckling Him.,22,0
1462,Iraq Report Prompts More Defensiveness Than Regret From Tony Blair.,15,0
1463,U.S. Consolidates Forces in Europe to Save Money.,14,0
1464,"Ex-Lair of Tyrant, Now Just Any Place.",14,0
1465,"Early Voters, and a Hurricane, Change the Rhythm of the Campaign.",15,0
1466,"No Bribes for Nuclear Deal, India Premier Says.",12,0
1467,Panetta Set to Discuss U.S. Shift in Asia Trip.,15,0
1468,Guantánamo Detainee Is Sent to Cape Verde in First Transfer Since Trump Victory.,20,0
1469,Mass Grave in Iraqi Town Held Bodies of 40 Cabbies.,15,0
1470,"As Universities Seek to Block Visa Rules, Trump Threatens Tax Status.",15,0
1471,Russians Revealed Among Ukraine Fighters.,8,0
1472,"John C. Truesdale, Labor Relations Board Chief, Dies at 89.",19,0
1473,"Opposing the Health Law, Florida Refuses Millions.",12,0
1474,"Conservative Jurist, With Independent Streak.",8,0
1475,U.N. Rights Council to Investigate Killings in Philippine Drug War.,16,0
1476,Nurses Battling Coronavirus Beg for Protective Gear and Better Planning.,14,0
1477,Rebels in Eastern Ukraine Dream of Reviving Soviet Heyday.,14,0
1478,Jason Rezaian Travels to U.S. on Washington Post Owner’s Plane.,18,0
1479,Synagogue’s Mix of Arts and Religion Helps Shape Jewish Life in Washington.,18,0
1480,Drone Kills a Pakistani Militant Behind Attacks on U.S. Forces.,16,0
1481,A Racial Divide Closes as Students Step Up.,10,0
1482,"At Hearing on Fort Hood Attack, Few Clues.",11,0
1483,"Incoming Speaker Takes Commercial Flight, but Skips the Pat-Down.",15,0
1484,"In Nepal, a Better Life With a Steep Price.",12,0
1485,"New Quake Tests Resilience, and Faith, in Japan’s Nuclear Plants.",16,0
1486,Senate Democrats to Renew Push for Gun Control Measures.,11,0
1487,Roots of Bosnian Protests Lie in Peace Accords of 1995.,19,0
1488,Hong Kong Legislature Rejects Beijing-Backed Election Plan.,13,0
1489,Ugandan Who Spoke Up for Gays Is Beaten to Death.,16,0
1490,"As Chinese Flock to Siberia’s Lake Baikal, Local Russians Growl.",17,0
1491,Gary Johnson’s ‘What Is Aleppo’ Flub Amplifies Skepticism of Republicans.,20,0
1492,Firm Collecting Virus Data Refuses to Answer Senators’ Questions.,13,0
1493,"In Rural Nepal, Menstruation Taboo Claims Another Victim.",14,0
1494,"Taiwan Train Explosion Wasn’t Organized Terrorism, Government Says.",13,0
1495,"KFC Will Test Vegetarian ‘Fried Chicken,’ Original Herbs and Spices Included.",15,0
1496,Bahrain: Unity Plan Denounced.,8,0
1497,A Monument to Jesus in the City of Mao.,11,0
1498,Defense Department Plans New Intelligence Gathering Service.,9,0
1499,Ukraine’s Neglected and Battered Army Inspires Citizens to Pitch In.,17,0
1500,"She Stalked Her Daughter’s Killers Across Mexico, One by One.",17,1
1501,Cuba’s Zeal for Tight Control Casts a Pall on New Markets.,16,1
1502,"Boom Over, St. Patrick’s Isle Is Slithering Again.",15,1
1503,"Behind the Masks in Ukraine, Many Faces of Rebellion.",12,1
1504,McConnell Moves to Head Off Stimulus Deal as Pelosi Reports Progress.,14,1
1505,China Targeting Rights Lawyers in a Crackdown.,10,1
1506,"Suicides, Some for Separatist Cause, Jolt India.",14,1
1507,"Days Before Firing, Comey Asked for More Resources for Russia Inquiry.",15,1
1508,Step Right Up for Pest Control at Bedbug Meeting.,12,1
1509,"Swollen With Syrian Refugees, Lebanon Feels Its Stitching Fray.",14,1
1510,Grandson Proudly Squirms in Carter’s Footsteps.,16,1
1511,Murdoch Case Shifts Its Focus to a Minister.,11,1
1512,"ISIS Official
Killed in U.S. Raid in Syria,
Pentagon Says.",19,1
1513,"A Snapshot of Students Lost: Young and Old, but All Striving .",16,1
1514,Fight Against Sexual Assaults Holds Colleges to Account.,11,1
1515,"Elated, Furious, Wary: Impeachment Divides Voters, Like Everything Trump.",20,1
1516,Obama Facing Rising Pressure on Keystone Oil Pipeline.,12,1
1517,"In New Talks, U.S. May Settle for a Nuclear Freeze by North Korea.",19,1
1518,"Ruing Exile, Russian Says He’s No Spy.",13,1
1519,"As Netanyahu Seeks Re-election, the Future of the West Bank Is Now on the Ballot.",21,1
1520,Army’s Hand Suspected in Kyrgyzstan.,10,1
1521,"Before Super Tuesday, Big Names Rally to Romney.",11,1
1522,"In Judge Neil Gorsuch, an Echo of Scalia in Philosophy and Style.",18,1
1523,"A Burst of Gunfire, a Pause, Then Carnage in Las Vegas That Would Not Stop.",21,1
1524,Pope Acknowledges Nuns Were Sexually Abused by Priests and Bishops.,16,1
1525,"A Sanders Voter, Weary of Debt at 29: ‘I Have Nothing to Lose’.",21,1
1526,Administration Plays to Young in Health Push.,9,1
1527,How the Paris Attackers Honed Their Assault Through Trial and Error.,15,1
1528,Biden’s Choice of Vilsack for U.S.D.A. Raises Fears for Small Farmers.,24,1
1529,Trump Calls for Depriving Immigrants Who Illegally Cross Border of Due Process Rights.,19,1
1530,"Pro-Russian Fighters Routed From Stronghold, Ukraine Says.",13,1
1531,"To Woo a Skeptical Trump, Intelligence Chiefs Talk Economics Instead of Spies.",17,1
1532,Businesswoman’s Fate a Test of China’s Resolve on North Korea.,17,1
1533,Obama’s Delicate Balance on Issue of Race and Policing.,14,1
1534,"Wives and Children of ISIS: Warehoused in Syria, Unwanted Back Home.",19,1
1535,Capitol Leaders Agree to a Deal on the Budget.,11,1
1536,Pope Francis Declares Death Penalty Unacceptable in All Cases.,13,1
1537,The Fight for Wisconsin Is On as Outside Money Pours Into Senate Race.,16,1
1538,2 Parties Place Political Focus on Inequality.,9,1
1539,"Boehner Pledges to Avoid Default, Republicans Say.",14,1
1540,"Trump’s First Week: Misfires, Crossed Wires, and a Satisfied Smile.",19,1
1541,Whitey Bulger Is Dead in Prison at 89; Long-Hunted Boston Mob Boss.,22,1
1542,"U.S. Troops Patrol Haiti, Filling a Void.",13,1
1543,"Obama Faults F.B.I. on Emails, Citing ‘Incomplete Information’.",19,1
1544,"Ben Carson Is Struggling to Grasp Foreign Policy, Advisers Say.",16,1
1545,"Jeb Bush, 20 Years After Conversion, Is Guided by His Catholic Faith.",18,1
1546,A New Coronavirus Adviser Roils the White House With Unorthodox Ideas.,15,1
1547,"With Guns, Cash and Terrorism, Gulf States Vie for Power in Somalia.",16,1
1548,Deadly Siege Ends After Assault on Hotel in Mali.,11,1
1549,Egyptian Army’s Business Side Blurs Lines of U.S. Military Aid.,18,1
1550,"Hats Like Sneezes, Playing at Aristocracy and Other Notes From Royal Ascot.",18,1
1551,"2 Tots, a Sailboat and a Storm Over Parenting.",14,1
1552,Democrats Discard Washington Platform in Bid for House Control.,11,1
1553,"Crumbling, Destitute Schools Threaten Detroit’s Recovery.",14,1
1554,Coast Guard Sees Cleanup of Spill Lasting Until the Fall.,12,1
1555,"As Putin Era Begins to Wane, Russia Unleashes a Sweeping Crackdown.",18,1
1556,"In Campaign’s Homestretch, Trump Tosses Out Ideas to See What Sticks.",19,1
1557,"Trampled in a Land Rush, Chinese Resist.",12,1
1558,C.I.A. Officer Is Found Guilty in Leak Tied to Times Reporter.,18,1
1559,When Political Spouse Helps Cause a Downfall.,10,1
1560,Faulty Iowa App Was Part of Push to Restore Democrats’ Digital Edge.,16,1
1561,How Michael Flynn’s Defense Team Found Powerful Allies.,12,1
1562,Alabama Democrat Toes the G.O.P. Line.,14,1
1563,Police Program Aims to Pinpoint Those Most Likely to Commit Crimes.,14,1
1564,"Earthquake Devastates Nepal, Killing More Than 1,900.",17,1
1565,"Donald Trump Talks at Debate, but Many Women Hear Only a 2005 Tape.",20,1
1566,Yosemite National Park Evacuated Amid Threat From Fire.,14,1
1567,"2016 Nonvoters, a Key Prize for Biden and Trump, Turn Out in Droves.",23,1
1568,Democrats Like a Romney Idea on Income Tax.,10,1
1569,"U.S. and Iran Both Attack ISIS, but Try Not to Look Like Allies.",19,1
1570,"SALT Limit Is Hitting 11 Million Tax Returns, Audit Finds.",16,1
1571,"Trump Will Call for a Pentagon Plan to Hit ISIS Harder, Officials Say.",16,1
1572,Obama Presses Leaders to Speed Ebola Response.,9,1
1573,Security Council Condemns Nuclear Test by North Korea.,11,1
1574,The Women Who Helped Donald Trump to Victory.,10,1
1575,South Carolina Police Shooting Seen as Crime Strategy Gone Awry.,13,1
1576,"‘Constant Drumbeat’
Sped the Pope’s Exit.",16,1
1577,Chaos Builds in the Streets of Cairo as a Truce Fails.,14,1
1578,Deadly Illness in Nicaragua Baffles Experts.,9,1
1579,Democrats’ Plans to Tax Wealth Would Reshape U.S. Economy.,16,1
1580,"Before Brief, Deadly Spree, Trouble Since Age 8.",13,1
1581,Deadly Iran Protests Prompt Warning of Harsher Response.,12,1
1582,How the House Fell: Republican Chaos and Democratic Focus.,12,1
1583,"Used to Hearing ‘Shabbat Shalom,’ a Historic Jewish Enclave Rings Out With Gunshots.",20,1
1584,Alabama Victory Provides Blueprint for New Bannon Alliance.,11,1
1585,G.O.P.-Led Senate Panel Details Ties Between 2016 Trump Campaign and Russia.,23,1
1586,Death of Iran’s Rafsanjani Removes Influential Voice Against Hard-Liners.,19,1
1587,Immigration Poses Threat of Another Republican Rift.,10,1
1588,"For Republicans, Mounting Fears of Lasting Split.",10,1
1589,Fight to Retake Last ISIS Territory Begins.,10,1
1590,Bill to Restrict N.S.A. Data Collection Blocked in Vote by Senate Republicans.,20,1
1591,Heavy Autumn Snowstorm Barrels Across Northeast.,10,1
1592,F.B.I. Director James Comey Is Fired by Trump.,16,1
1593,Georgia Killing Puts Spotlight on a Police Force’s Troubled History.,15,1
1594,"For a Blunt Biden, an Uneasy Supporting Role.",12,1
1595,"Sondland Updates Impeachment Testimony, Describing Ukraine Quid Pro Quo.",17,1
1596,Signs of Distress Multiplied on Killer’s Path to Navy Yard.,15,1
1597,Conservative U.S. Catholics Feel Left Out of the Pope’s Embrace.,17,1
1598,"As Campaigns Seek Delegates, Ordinary Voters Feel Sidelined.",12,1
1599,Dzhokhar Tsarnaev Given Death Penalty in Boston Marathon Bombing.,16,1
1600,Trump Steps Into North Korea and Agrees With Kim Jong-un to Resume Talks.,18,1
1601,"In Rise of ISIS, No Single Missed Key but Many Strands of Blame.",17,1
1602,Michael Cohen’s Testimony Opens New Phase of Political Turbulence for Trump.,15,1
1603,Parents of Besieged Hong Kong Protesters Come to the Front Lines.,16,1
1604,"Bernie Sanders, Eyeing Convention, Willing to Harm Hillary Clinton in the Homestretch.",19,1
1605,"Meghan, Duchess of Sussex, Gives Birth to a Boy.",13,1
1606,Protests Flare After Ferguson Police Officer Is Not Indicted.,13,1
1607,Donald Trump and Hillary Clinton Win Easily in New York Primary.,13,1
1608,Navy SEALs Were Warned Against Reporting Their Chief for War Crimes.,15,1
1609,A Split Over Israel Threatens the Democrats’ Hopes for Unity.,14,1
1610,Potential Power Shift as Court Weighs ‘One Person One Vote’.,14,1
1611,What Black Lives Matter Has Revealed About Small-Town America.,13,1
1612,"Good Friends, Same Party but Legal Opponents.",11,1
1613,Origins of Provocative Video Are Shrouded.,12,1
1614,"Tanks, Missiles and No Pigeons: China to Celebrate 70th Birthday of the People’s Republic.",26,1
1615,"With Grief and Hope, Florida Students Take Gun Control Fight On the Road.",16,1
1616,"Pastor Led Son’s Gay Wedding, Revealing Fault Line in Church.",16,1
1617,Why Some Suburban Women Are Wary of Bernie Sanders.,12,1
1618,Former Skadden Lawyer Pleads Guilty to Lying in Russia Investigation.,14,1
1619,France Weighs Its Love of Liberty in Fight Against Coronavirus.,13,1
1620,"In Restive Chinese Area, Cameras Keep Watch.",11,1
1621,Hezbollah Kills 2 Israeli Soldiers Near Lebanon.,12,1
1622,"Jammed in Roman Caves, Ducking Syria’s War.",14,1
1623,"A New Wave of Migrants Flees Iraq, Yearning for Europe.",16,1
1624,White House and Egypt Discuss Plan for Mubarak’s Exit.,13,1
1625,Conservative Donor Groups Lay a Base for 2012 Elections.,15,1
1626,"Along Hurricane Dorian’s Tortured Path, Millions Are United in Fear.",16,1
1627,Picture Books No Longer a Staple for Children.,10,1
1628,Top Russians Face Sanctions by U.S. for Crimea Crisis.,14,1
1629,Behind Illicit Massage Parlors Lie a Vast Crime Network and Modern Indentured Servitude.,20,1
1630,Power Surge for Donors as Terrain Is Reshaped on Campaign Money.,14,1
1631,"Colin Powell, in Hacked Emails, Shows Scorn for Trump and Irritation at Clinton.",20,1
1632,Romney Fights for First-Place Showing in Iowa Caucuses.,14,1
1633,"Shenzhen, Embodying China’s Growth, Falls Risk to It.",17,1
1634,A Drug War Informer in No Man’s Land.,13,1
1635,Islamists Say They Have Mandate in Egypt Voting.,11,1
1636,Protest’s Old Guard Falls In Behind the Young.,12,1
1637,"Huntsman, Out of Options, Bets It All on New Hampshire.",16,1
1638,"For Palestinians, Israel-U.A.E. Deal Swaps One Nightmare for Another.",20,1
1639,BP Sees Hope for Solution in Capping Spill in the Gulf.,14,1
1640,"In Flynn Case, Barr Again Takes Aim at Mueller Inquiry.",13,1
1641,An Arizona Senate Race Waits to See if Giffords Emerges to Run.,16,1
1642,"Puerto Rico Supreme Court Ousts New Governor, and Another Is Sworn In.",18,1
1643,Yemenis in Desperate Need of Food and Fuel After Weeks of Airstrikes.,18,1
1644,Momentum Builds Against N.S.A. Surveillance.,12,1
1645,Trump Institute Offered Get-Rich Schemes With Plagiarized Lessons.,14,1
1646,Admissions Scandal: When ‘Hard Work’ (Plus $6.5 Million) Helps Get You Into Stanford.,23,1
1647,A Tight Trump-Biden Race in Florida: Here’s the State of Play.,18,1
1648,"China Burns Much More Coal Than Reported, Complicating Climate Talks.",14,1
1649,Bitter Tenor of Senate Reflects a Nation at Odds With Itself.,14,1
1650,Istanbul Airport Attack Leaves at Least 41 Dead.,12,1
1651,"CCTV, China’s Propaganda Tool, Finds Itself at Center of Antigraft Drive.",19,1
1652,"U.S. Drops Bid
to Limit Sales
of Morning-After Pill.",20,1
1653,Ivory Coast Leader Swayed by Force as He Considers Exit.,14,1
1654,Netanyahu Sparks Outrage Over Pact With Racist Party.,13,1
1655,"As Republicans Embrace Cut in Jobless Aid, Divisions Weaken Their Leverage.",16,1
1656,Colleges and Evangelicals Collide on Bias Policy.,13,1
1657,"Trump Stews, Staff Steps In, and Mueller Is Safe for Now.",16,1
1658,"As the West Coast Burns, Communities Unravel With Each Death.",14,1
1659,Trump’s Secrecy Fight Escalates as Judge Rules for Congress in Early Test.,18,1
1660,Rightward Tilt Leaves Obama With Party Rift.,10,1
1661,"Refugees Reshape Their Camp, at the Risk of Feeling at Home.",16,1
1662,Storm With ‘No Boundaries’ Took Aim at Rich and Poor Alike.,16,1
1663,"With Enough Bandwidth, Many Join the Band.",10,1
1664,Move to Fight Obama’s Climate Plan Started Early.,12,1
1665,Bernie Sanders’s Message Resonates With a Certain Age Group: His Own.,17,1
1666,Vatican’s Bureaucracy Tests Even the Infallible.,13,1
1667,Democrats’ Leadership Fight Pits West Wing Against Left Wing.,12,1
1668,Currency Controls in Cyprus Increase Worry About Euro System.,11,1
1669,Jihadists Rout Kurds in North and Seize Strategic Iraqi Dam.,15,1
1670,"Upset by Brexit, Some British Jews Look to Germany.",13,1
1671,Congress Passes $1.8 Trillion Spending Measure.,12,1
1672,Spy Agencies Urge Caution on Phone Deal.,10,1
1673,2 Democrats Split on Tactics to Fight Military Sex Assaults.,13,1
1674,The Blockbuster That Wasn’t: Mueller Disappoints the Democrats.,16,1
1675,"Trendy Spot Urges Tourists to Ride In and Spend, ‘Gangnam Style’.",18,1
1676,"As Kurds Tracked ISIS Leader, U.S. Withdrawal Threw Raid Into Turmoil.",20,1
1677,Court Upholds Marriage Bans in Four States.,11,1
1678,ISIS Displaying a Deft Command of Varied Media.,13,1
1679,"After San Bernardino Attack, Republican Candidates Talk ‘War’.",12,1
1680,"Zimbabwe Health Care, Paid With Peanuts.",9,1
1681,"Jeff Sessions Is Serving, and Doing His Best to Ignore, Trump.",15,1
1682,Abortion Law Pushes Texas Clinics to Close Doors.,12,1
1683,"U.S. and Taliban Agree in Principle to Peace Framework, Envoy Says.",17,1
1684,Bill Clinton Defends His Economic Legacy.,9,1
1685,"Common Drug Reduces Coronavirus Deaths, Scientists Report.",10,1
1686,Hitler Exhibition Explores a Wider Circle of Guilt.,11,1
1687,Refugee Camp for Syrians in Jordan Evolves as a Do-It-Yourself City.,19,1
1688,"Phyllis Schlafly, ‘First Lady’ of a Political March to the Right, Dies at 92.",23,1
1689,"Bush Cuts Costs, Carson Eclipses Trump in Iowa and G.O.P. Frets.",22,1
1690,Cry of G.O.P. in Campaign: All Is Dismal.,17,1
1691,Microsoft Says It Will Sell Pentagon Artificial Intelligence and Other Advanced Technology.,14,1
1692,Family Battle Offers Look Inside Lavish TV Ministry.,11,1
1693,Despair and Anger as Puerto Ricans Cope With Debt Crisis.,14,1
1694,Comey Asks Justice Dept. to Reject Trump’s Wiretapping Claim.,18,1
1695,Texas Open-Carry Laws Blurred Lines Between Suspects and Marchers.,16,1
1696,President Obama Left Fighting for His Own Relevance.,10,1
1697,‘It Is Not a Closet. It Is a Cage.’ Gay Catholic Priests Speak Out.,19,1
1698,"With Choice at Tiananmen, Student Took Road to Riches.",14,1
1699,"New Israeli Tack Needed on Gaza, U.S. Officials Say.",15,1
1700,Trump’s Claim of Total Authority in Crisis Is Rejected Across Ideological Lines.,17,1
1701,Trump Tells Sessions to ‘Stop This Rigged Witch Hunt Right Now’.,15,1
1702,Beijing’s Partial Lockdown a Sign of the World’s New Normal.,16,1
1703,Donald Trump Finds Improbable Ally in WikiLeaks.,12,1
1704,Indonesian Agency Says Missing AirAsia Jet Probably Sank.,12,1
1705,"In Russian Leadership Battle, Medvedev Hints He Lacks Fire.",13,1
1706,"Oregon Killer Described as Man of Few Words, Except on Topic of Guns.",16,1
1707,Clinton’s Countless Choices Hinge on One: 2016.,17,1
1708,Ethnic Hatred Tears Apart a Region of Myanmar.,11,1
1709,"Routed by Katrina, Stuck in Quagmire of Rules.",14,1
1710,Taliban Attack at Bacha Khan University in Pakistan Renews Fears.,15,1
1711,China Alarmed by Security Threat From Internet.,10,1
1712,Evangelicals Aim to Mobilize an Army for Republicans in 2016 .,20,1
1713,"Between Big Cities, a Road Passes the Russia Left Behind.",13,1
1714,"Race Reshaped, Rivals Target Gingrich in G.O.P. Debate.",18,1
1715,Arab Alliance Rises as Force in Israeli Elections.,10,1
1716,Iran Moderate Wins Presidency by a Large Margin.,10,1
1717,"In Iran, Hopes Fade for Surge in the Economy.",12,1
1718,"In Tribute to Son, Khizr Khan Offered Citizenship Lesson at Convention.",16,1
1719,"Struggling to Gauge ISIS Threat, Even as U.S. Prepares to Act.",19,1
1720,Terror Attacks by a Native Son Rock Denmark.,10,1
1721,Use of Stolen Passports on Missing Jet Highlights Security Flaw.,14,1
1722,"As U.S. Escalates Air War on ISIS, Allies Slip Away.",17,1
1723,"Assange, Back in News, Never Left U.S. Radar.",16,1
1724,"Trump Aides Try to Reassure Europe, but Many Are Wary.",16,1
1725,Supreme Court Gives Religious Schools More Access to State Aid.,12,1
1726,"In Trump’s Immigration Remarks, Echoes of a Century-Old Racial Ranking.",17,1
1727,The Day the Pastor Was Away and Evil Came Barging Into His Church.,16,1
1728,G.O.P. Elects a New Chairman as Steele Drops Out.,17,1
1729,Netanyahu Drops Troubled Annexation Plan for Diplomatic Gain.,13,1
1730,Obama Aides Tell Executives to Skip Forum.,10,1
1731,E.U. Move to Label Israeli Settlement Goods Strains Ties.,14,1
1732,"Trump Sons Forge Ahead Without Father, Expanding and Navigating Conflicts.",14,1
1733,"In This North Carolina Coastal Town, ‘Downtown Is Literally Underwater’.",14,1
1734,U.S. and North Korean Officials Race to Resurrect Trump-Kim Meeting.,19,1
1735,Milwaukee Officer Is Acquitted in Killing of Sylville Smith.,14,1
1736,"Trump, the Insurgent, Breaks With 70 Years of American Foreign Policy.",18,1
1737,Global Retailers Join Safety Plan for Bangladesh.,9,1
1738,Open Doors and Lingering Pain at Charleston Church Where 9 Were Killed.,16,1
1739,"As Perry Rises, G.O.P. Elite Look Toward Romney.",16,1
1740,"Coronavirus May Kill 100,000 to 240,000 in U.S. Despite Actions, Officials Say.",32,1
1741,Palestinians Request U.N. Status; Powers Press for Talks.,16,1
1742,Detainees Barred From Access to U.S. Courts.,15,1
1743,"4 Afghan War Veterans Look Back, and Ahead.",11,1
1744,U.S. Report Faults Two Sides in Deadly Pakistan Strike.,15,1
1745,Obama Commutes Sentences for 8 in Crack Cocaine Cases.,13,1
1746,Shady Dealings Helped Qaddafi Build Fortune and Regime.,12,1
1747,Trump Encourages Protest Against Governors Who Have Imposed Virus Restrictions.,15,1
1748,"One Year After Women’s March, More Activism but Less Unity.",16,1
1749,Bomb Takes Heavy Toll at Pakistan Sports Event.,10,1
1750,Steps Point to Possible Swap of Spy Suspects With Russia.,13,1
1751,"After U.S. Compromise, Security Council Strengthens North Korea Sanctions.",16,1
1752,Visa Applications Pour In by Truckload Before Door Slams Shut.,14,1
1753,From Cuba to Miami by Providence and a Homemade Boat.,12,1
1754,Afghans Demand That U.S. Admit Military Errors.,13,1
1755,"Brexit Deal Done, Britain Now Scrambles to See How It Will Work.",16,1
1756,"As Europe’s Liberal Order Splinters, Trump Wields an Ax.",17,1
1757,Marriott Data Breach Is Traced to Chinese Hackers as U.S. Readies Crackdown on Beijing.,24,1
1758,Obama Cites Limits of U.S. Role in Libya.,14,1
1759,"N.S.A. Takes Step Toward Protecting World’s Computers, Not Just Hacking Them.",21,1
1760,Deaths at West Virginia Mine Raise Issues About Safety.,11,1
1761,U.S. Sees Array of New Threats at Japan’s Nuclear Plant.,17,1
1762,A Bid for Guns on Campuses to Deter Rape.,12,1
1763,"In Hungary, a Freewheeling Trump Ambassador Undermines U.S. Diplomats.",19,1
1764,"In a Crowded City, Leaders Struggle to Separate the Sick From the Well.",17,1
1765,More Hacking Attacks Found as Officials Warn of ‘Grave Risk’ to U.S. Government.,20,1
1766,"Defying N.R.A., Florida Lawmakers Back Raising Age Limits on Assault Rifles.",20,1
1767,"In Homeland, Liberia Native Finds Resilience Amid Horror.",11,1
1768,Trump Bypasses Republicans to Strike Deal on Debt Limit and Harvey Aid.,15,1
1769,Followers of Sadr Emerge Stronger After Iraq Elections.,12,1
1770,Troubles at Afghan Bank Jolt Financial System.,11,1
1771,Ugly From the Outset: Hong Kong’s Day of Widespread Violence.,17,1
1772,Trump’s New Judicial Litmus Test: Shrinking ‘the Administrative State’.,17,1
1773,"After Boeing Crashes, Sharp Questions About Industry Regulating Itself.",14,1
1774,Support for Assad Government Shows Signs of Weakening.,11,1
1775,"For Immigrants, Fear Returns After a Federal Judge’s Ruling.",14,1
1776,"Oregon Killer Described as Man of Few Words, Except on Topic of Guns.",16,1
1777,Inside the Trump Administration’s Fight to Add a Citizenship Question to the Census.,17,1
1778,Keeping Summit Hopes Alive Suggests Kim Jong-un May Need a Deal.,16,1
1779,Jihadists Rout Kurds in North and Seize Strategic Iraqi Dam.,15,1
1780,U.S. to Send Rockets to Iraq for ISIS Fight.,14,1
1781,Liberia’s Ebola Crisis Puts President in Harsh Light.,13,1
1782,"At U.N., Pressure Is on Russia for Refusal to Condemn Syria.",18,1
1783,"Emboldened by Protests, Black Lives Matter Activists Move From Street to Ballot.",19,1
1784,Berlin After the Wall: A Microcosm of the World’s Chaotic Change .,18,1
1785,Clinton Suggests Link to Qaeda Offshoot in Deadly Libya Attack.,14,1
1786,Germany Sets Steep Price to Shore Up Euro Zone.,11,1
1787,Reid Apologizes for Remarks on Obama’s Color and ‘Dialect’.,16,1
1788,Ted Cruz-John Kasich Alliance Against Donald Trump Quickly Weakens.,15,1
1789,Trump Tells Congresswomen to ‘Go Back’ to the Countries They Came From.,17,1
1790,Hillary Clinton Camp Is Making Moves to Check Joe Biden.,12,1
1791,How It All Came Apart for Bernie Sanders.,10,1
1792,Ukraine Falters in Drive to Curb Unrest in East.,13,1
1793,Trump Commutes Sentence of Roger Stone in Case He Long Denounced.,15,1
1794,Deal on Greek Debt Crisis Exposes Europe’s Deepening Fissures.,17,1
1795,Carson Is New Sign Trump Plans to Govern From the Right.,13,1
1796,Why Referendums Aren’t as Democratic as They Seem.,14,1
1797,"Putin and Merkel: A Rivalry of History, Distrust and Power.",16,1
1798,"G.O.P. Is Poised to Seize House, if Not Senate.",19,1
1799,Emanuel’s Departure Set; Replacement Is Longtime Aide.,14,1
1800,Israel Is Facing Difficult Choice in Gaza Conflict.,10,1
1801,"Once Dominant, the United States Finds Itself Isolated at G-20.",16,1
1802,Obama Cites Afghan Gains as Report Says Exit Is on Track.,14,1
1803,New U.S. Account Says Bin Laden Was Unarmed During Raid.,16,1
1804,Trump Budget Cuts Put Struggling Americans on Edge.,11,1
1805,Radical Cleric Demands Ouster of Yemen Leader.,11,1
1806,State Officials Say They Are Told Too Little About Election Threats.,13,1
1807,"At Prayer Breakfast, Guests Seek Access to a Different Higher Power.",14,1
1808,"Phyllis Schlafly, ‘First Lady’ of a Political March to the Right, Dies at 92.",23,1
1809,G.O.P. Senators Suggest Changes for Health Care Bill Offered by House.,18,1
1810,"In Drug War, Tribe Feels Invaded by Both Sides.",13,1
1811,Republicans’ $1.5 Trillion Tax Plan Appears on Track to Pass Next Week.,19,1
1812,"As School Moves Online, Many Students Stay Logged Out.",12,1
1813,"Palestinian Refuge for 6 Decades, Now Flooded From Syria .",15,1
1814,Trump Vows to ‘Destroy’ Law Banning Political Endorsements by Churches.,17,1
1815,"In Clinton Emails on Benghazi, a Rare Glimpse at Her Concerns.",17,1
1816,Backlash by the Bay: Tech Riches Alter a City.,13,1
1817,Seeking: Big Democratic Ideas That Make Everything Better.,11,1
1818,Chinese Search for Infant Formula Goes Global.,9,1
1819,"Egypt Lifts Blockade, Along With the Gazans’ Hopes.",15,1
1820,"As France’s Towns Wither, Fears of a Decline in ‘Frenchness’.",17,1
1821,5 Israelis Killed in Bulgaria; Netanyahu Blames Iranians.,13,1
1822,Poland’s ‘Death Camp’ Law Tears at Shared Bonds of Suffering With Jews.,18,1
1823,"Eager to Adopt, Evangelicals Find Perils Abroad.",14,1
1824,Senate Republicans Will Diverge From House in Sweeping Tax Rewrite.,14,1
1825,"A Century After Armenian Genocide, Turkey’s Denial Only Deepens.",15,1
1826,"In Church Attics, Clues to the Private Life of Early America.",15,1
1827,"Jeb Bush Is Definitely, Grumpily Running ... Away From Calories.",15,1
